0,0.7774914,1.0,0.7607843,129,0,194
0,0.7858293,0.8117647,1.0,196,48,255
0,0.7832081,0.52156866,1.0,215,122,255
0,0.7838542,0.2509804,1.0,236,191,255
0,0.11719939,1.0,0.85882354,219,154,0
0,0.95238096,1.0,0.4392157,112,0,32
0,0.9279732,0.78039217,1.0,255,56,142
0,0.8169935,1.0,1.0,230,0,255
0,0.81083846,0.6392157,1.0,233,92,255
0,0.96981627,0.49803922,1.0,255,128,151
0,0.96938777,0.76862746,1.0,255,59,95
0,0.9916667,0.88,0.98039216,250,30,41
0,0.003284077,0.812,0.98039216,250,51,47
0,0.010912697,0.68016195,0.96862745,247,90,79
0,0.0,0.50980395,1.0,255,125,125
0,0.033496726,0.8095238,0.9882353,252,89,48
0,0.052713174,0.86,0.98039216,250,103,35
0,0.021825394,0.65882355,1.0,255,109,87
0,0.008215964,0.59166664,0.9411765,240,105,98
0,0.98834497,0.572,0.98039216,250,107,117
0,0.085910656,1.0,0.7607843,194,100,0
0,0.09128978,0.78039217,1.0,255,165,56
0,0.06887755,0.76862746,1.0,255,140,59
0,0.06692913,0.49803922,1.0,255,179,128
0,0.088541664,0.2509804,1.0,255,225,191
0,0.11940298,0.7882353,1.0,255,198,54
0,0.14170693,0.8117647,1.0,255,224,48
0,0.16666667,0.8901961,1.0,255,255,28
0,0.16666667,0.5294118,1.0,255,255,120
0,0.067708336,0.2509804,1.0,255,217,191
0,0.16666667,1.0,0.7490196,191,191,0
0,0.21943049,1.0,0.78039217,136,199,0
0,0.21095009,0.8117647,1.0,200,255,48
0,0.21410258,0.50980395,1.0,218,255,125
0,0.16666667,0.4,1.0,255,255,153
0,0.33333334,1.0,0.5019608,0,128,0
0,0.33333334,1.0,0.7490196,0,191,0
0,0.33333334,0.2509804,1.0,191,255,191
0,0.140625,0.2509804,1.0,255,245,191
0,0.16666667,0.25882354,1.0,255,255,189
0,0.44222224,1.0,0.5882353,0,150,98
0,0.4702381,1.0,0.54901963,0,140,115
0,0.45810056,0.8994975,0.78039217,20,199,154
0,0.44791666,0.3305785,0.9490196,162,242,217
0,0.5,0.21960784,1.0,199,255,255
0,0.5,1.0,0.56078434,0,143,143
0,0.477707,0.8674033,0.70980394,24,181,160
0,0.5,0.8277512,0.81960785,36,209,209
0,0.49439776,0.5483871,0.8509804,98,217,213
0,0.5,0.69803923,1.0,77,255,255
0,0.625,0.8101266,0.61960787,30,62,158
0,0.66129035,0.8509804,1.0,38,45,255
0,0.5582822,0.91061455,0.7019608,16,122,179
0,0.66923076,0.50980395,1.0,127,125,255
0,0.6666667,0.2509804,1.0,191,191,255
0,0.0,0.0,0.32941177,84,84,84
0,0.03153153,0.52112675,0.2784314,71,41,34
0,0.29166666,0.035714287,0.4392157,109,112,108
0,0.1,0.04901961,0.8,204,200,194
0,0.9916667,0.88,0.98039216,250,30,41
0,0.96907216,0.7607843,1.0,255,61,97
0,0.0,0.4,1.0,255,153,153
0,0.11719939,1.0,0.85882354,219,154,0
0,0.0,0.0,0.67058825,171,171,171
0,0.9911003,0.8512397,0.9490196,242,36,47
0,0.021825394,0.65882355,1.0,255,109,87
0,0.99148417,0.55918366,0.9607843,245,108,115
0,0.9692308,0.50980395,1.0,255,125,149
0,0.96842104,0.4008439,0.92941177,237,142,160
0,0.0,0.4125,0.9411765,240,141,141
0,0.0,0.50980395,1.0,255,125,125
0,0.67160493,0.5294118,1.0,124,120,255
0,0.55065364,0.4,1.0,153,224,255
0,0.5787037,0.45,0.9411765,132,189,240
0,0.78666663,1.0,0.5882353,108,0,150
0,0.7774914,1.0,0.7607843,129,0,194
0,0.7912088,0.53216374,0.67058825,148,80,171
0,0.78125,0.1882353,1.0,240,207,255
0,0.6692708,0.2509804,1.0,192,191,255
0,0.4775641,0.86187845,0.70980394,25,181,160
0,0.45810056,0.8994975,0.78039217,20,199,154
0,0.44805193,0.3181818,0.9490196,165,242,218
0,0.5,0.5879397,0.78039217,82,199,199
0,0.5,0.4509804,1.0,140,255,255
0,0.3247423,0.52150536,0.7294118,94,186,89
0,0.21912014,0.98994976,0.78039217,137,199,2
0,0.20588236,0.6,1.0,219,255,102
0,0.21410258,0.50980395,1.0,218,255,125
0,0.2228682,0.37885463,0.8901961,198,227,141
0,0.19074075,0.44117647,0.8,191,204,114
0,0.16666667,1.0,1.0,255,255,0
0,0.16666667,0.5411765,1.0,255,255,117
0,0.16666667,0.4,1.0,255,255,153
0,0.20243903,0.98086125,0.81960785,165,209,4
0,0.1164966,1.0,0.76862746,196,137,0
0,0.11141304,0.8105727,0.8901961,227,166,43
0,0.14710145,0.9019608,1.0,255,228,25
0,0.14102565,0.50980395,1.0,255,235,125
0,0.13414635,0.32156864,1.0,255,239,173
0,0.06887755,0.76862746,1.0,255,140,59
0,0.091216214,0.5873016,0.9882353,252,185,104
0,0.069230765,0.50980395,1.0,255,179,125
0,0.06818182,0.25882354,1.0,255,216,189
0,0.090909086,0.25882354,1.0,255,225,189
0,0.090361446,0.3577586,0.9098039,232,194,149
0,0.096618354,0.33333334,0.8117647,207,178,138
0,0.10069444,0.2,0.9411765,240,221,192
0,0.09375,0.21917808,0.85882354,219,198,171
0,0.14583333,0.2509804,1.0,255,247,191
0,0.67156863,0.41463414,0.32156864,49,48,82
0,0.63793105,0.71311474,0.47843137,35,50,122
0,0.58950615,0.48214287,0.4392157,58,83,112
0,0.5363409,0.52156866,1.0,122,226,255
0,0.14583333,0.2509804,1.0,255,247,191
0,0.055555552,0.9782609,0.36078432,92,32,2
0,0.036414564,0.88148147,0.5294118,135,42,16
0,0.08589744,1.0,0.50980395,130,67,0
0,0.29999998,0.029239766,0.67058825,167,171,166
0,0.20833333,0.28070176,0.67058825,159,171,123
0,0.111111104,0.05882353,0.8,204,200,192
0,0.0,0.0,1.0,255,255,255
1,0.99706316,1.0,0.8901961,227,0,4
1,0.0,0.50980395,1.0,255,125,125
1,0.9666667,0.3305785,0.9490196,242,162,178
1,0.16666667,0.068627454,0.8,204,204,190
1,0.11719939,1.0,0.85882354,219,154,0
1,0.9695946,0.63793105,0.9098039,232,84,111
