0,0.013888885,0.939759,0.6509804
0,0.041666668,0.91925466,0.6313726
0,0.06349206,0.94974875,0.78039217
0,0.058510642,0.8584475,0.85882354
0,0.07199211,0.7284483,0.9098039
0,0.12030075,0.5277778,0.9882353
0,0.15934066,0.36842105,0.96862745
0,0.765625,0.32160804,0.78039217
0,0.75,0.42105263,0.67058825
0,0.7242798,0.5294118,0.6
0,0.07916667,0.19323671,0.8117647
0,0.08169934,0.28977272,0.6901961
0,0.072496265,0.9214876,0.9490196
0,0.052863438,0.9007937,0.9882353
0,0.077281184,0.7306122,0.9607843
0,0.09985632,0.9392713,0.96862745
0,0.13305323,0.952,0.98039216
0,0.147343,0.27935222,0.96862745
0,0.13654618,0.332,0.98039216
0,0.12280702,0.29803923,1
0,0.13654618,0.332,0.98039216
0,0.059829056,0.15789473,0.96862745
0,0.083333336,0.12955466,0.96862745
0,0.09722223,0.4408163,0.9607843
0,0.002403845,0.95852536,0.8509804
0,0.99713874,0.9510204,0.9607843
0,0.011210759,0.91020405,0.9607843
0,0.021186441,0.4777328,0.96862745
0,0.036111105,0.47058824,1
0,0,0.32,0.98039216
0,0.018518517,0.11020408,0.9607843
0,0.97863245,0.15789473,0.96862745
0,0.96428573,0.17142858,0.9607843
0,0.98312235,0.32916668,0.9411765
0,0.98670757,0.6791667,0.9411765
0,0.96413505,0.6396761,0.96862745
0,0.28853047,0.67391306,0.5411765
0,0.25084174,0.6689189,0.5803922
0,0.23305087,0.7108434,0.6509804
0,0.20289855,0.46231157,0.78039217
0,0.16358025,0.4695652,0.9019608
0,0.19017093,0.359447,0.8509804
0,0.48666668,0.2415459,0.8117647
0,0.5416667,0.4528302,0.83137256
0,0.5616798,0.54042554,0.92156863
0,0.5665323,0.992,0.98039216
0,0.5608695,0.9913793,0.9098039
0,0.60784316,0.8607595,0.61960787
1,0.6666667,0.37696335,0.7490196
1,0.61879426,0.4723618,0.78039217
1,0.7210145,0.2200957,0.81960785
1,0.9004975,0.4379085,0.6
1,0.019047618,0.45751634,0.6
1,0.99523807,0.5706522,0.72156864
1,0.03309693,0.6911765,0.8
1,0.057823133,0.7,0.54901963
1,0.031111112,0.86206895,0.34117648
1,0,0.7922078,0.3019608
1,0.99382716,1,0.21176471
1,0.00666667,0.96153843,0.101960786
1,0.55932206,0.921875,0.5019608
1,0.59375,0.96,0.5882353
1,0.50347227,0.8727273,0.43137255
1,0.550813,0.8677249,0.7411765
1,0.42971888,0.5804196,0.56078434
1,0.52619046,0.32258064,0.8509804
1,0.5,0.19642857,0.8784314
1,0.44871795,0.058035713,0.8784314
1,0.175,0.07936508,0.9882353
1,0.14492755,0.09019608,1
1,0.168239,0.42063493,0.9882353
1,0.1559829,0.61904764,0.9882353
1,0.9470199,0.77835053,0.7607843
1,0.94162434,0.83829784,0.92156863
1,0.9526627,0.7612613,0.87058824
1,0.93333334,0.5479452,0.85882354
1,0.90650403,0.17083333,0.9411765
1,0.88095236,0.37198067,0.8117647
1,0.8557692,0.25870648,0.7882353
1,0.8285714,0.4093567,0.67058825
1,0.8854167,0.70886075,0.61960787
1,0.9144543,0.58247423,0.7607843
1,0.9219219,0.75,0.5803922
1,0.79545456,0.704,0.49019608
1,0.5863095,0.70886075,0.30980393
1,0.69191915,0.44594595,0.2901961
1,0.625323,0.92142856,0.54901963
1,0.6020408,0.9018405,0.6392157
1,0.58641976,0.6081081,0.87058824
1,0.6106195,0.58247423,0.7607843
1,0.5833333,0.37974682,0.92941177
1,0.57723576,0.36123347,0.8901961
1,0.69166666,0.124223605,0.6313726
1,0.7246377,0.16083916,0.56078434
1,0,0.09803922,0.8
1,0.08585858,0.14732143,0.8784314
0,0.08503401,0.3828125,0.5019608
0,0.06730769,0.26130652,0.78039217
0,0.0925926,0.072,0.98039216
0,0.055555552,0.2,0.9411765
0,0.07708333,0.40201005,0.78039217
0,0.07746479,0.6396396,0.87058824
0,0.07251909,0.65829146,0.78039217
0,0.046803653,0.6886792,0.83137256
0,0.008333336,0.6703911,0.7019608
0,0.01157407,0.5217391,0.5411765
0,0.99382716,0.6315789,0.67058825
0,0,0.3809524,0.4117647
0,0.018939396,0.43137255,0.4
0,0.09583333,0.26666668,0.5882353
0,0.2348485,0.11827957,0.7294118
0,0.105158724,0.5316456,0.61960787
0,0.111111104,0.369863,0.85882354
0,0.6695402,0.33918127,0.67058825
0,0.14716312,0.3805668,0.96862745
0,0.1341223,0.6706349,0.9882353
0,0.10037879,0.6901961,1
0,0.09195402,0.6775701,0.8392157
0,0.05797101,0.5139665,0.7019608
0,0.07246377,0.5139665,0.7019608
0,0.9951456,0.68666667,0.5882353
0,0,0.6080402,0.78039217
0,0.006329109,0.67234045,0.92156863
0,0.041666668,0.68085104,0.92156863
0,0.06165703,0.692,0.98039216
0,0.041176468,0.68,0.98039216
0,0.0472973,0.5873016,0.9882353
0,0.041666668,0.097165994,0.96862745
0,0.8333333,0.007936508,0.9882353
0,0.016393444,0.24696356,0.96862745
0,0.024425289,0.47933885,0.9490196
0,0.036000002,0.5,0.98039216
0,0.25362316,0.2371134,0.38039216
0,0.7083333,0.037383176,0.41960785
0,0.58064514,0.22142857,0.54901963
0,0.5776699,0.4813084,0.8392157
0,0.530303,0.41121495,0.8392157
0,0.21376812,0.52272725,0.6901961
0,0.16101696,0.6082474,0.7607843
0,0.125,0.5,0.65882355
0,0.1234568,0.39130434,0.5411765
0,0.1504065,0.34166667,0.47058824
